time,open,high,low,close,tick_volume,spread,real_volume
1656937800,100470.0,100495.0,100210.0,100250.0,173630,5,523423
1656939600,100250.0,100505.0,100145.0,100335.0,206417,5,623029
1656941400,100335.0,100435.0,100300.0,100360.0,130405,5,406578
1656943200,100365.0,100420.0,100250.0,100405.0,100134,5,309847
1656945000,100400.0,100530.0,100335.0,100365.0,122663,5,393124
1656946800,100370.0,100485.0,100320.0,100405.0,102861,5,329027
1656948600,100405.0,100510.0,100175.0,100185.0,125289,5,428174
1656950400,100180.0,100225.0,99830.0,99950.0,190258,5,617647
1656952200,99950.0,99965.0,99675.0,99765.0,149850,5,485961
1656954000,99765.0,99950.0,99735.0,99870.0,132555,5,445802
1656955800,99870.0,99895.0,99500.0,99500.0,67036,5,235618
1657011600,99130.0,99170.0,98625.0,99030.0,384884,5,1041239
1657013400,99035.0,99170.0,98775.0,98970.0,402196,5,1278645
1657015200,98965.0,99110.0,98780.0,98790.0,487238,5,1424683
1657017000,98795.0,98855.0,97990.0,98240.0,683900,5,2050368
1657018800,98245.0,98660.0,98110.0,98480.0,491992,5,1449469
1657020600,98475.0,98975.0,98245.0,98285.0,508108,5,1515886
1657022400,98285.0,98290.0,97800.0,97825.0,367677,5,1166540
1657024200,97820.0,98225.0,97740.0,98190.0,294943,5,940794
1657026000,98185.0,98505.0,98135.0,98340.0,281520,5,914431
1657027800,98340.0,98410.0,97895.0,98005.0,252132,5,811684
1657029600,98005.0,98540.0,97975.0,98445.0,262125,5,878882
1657031400,98450.0,98690.0,98355.0,98550.0,303179,5,1070200
1657033200,98555.0,98890.0,98490.0,98785.0,226551,5,728034
1657035000,98780.0,99255.0,98755.0,99210.0,300178,5,1038739
1657036800,99210.0,99740.0,98990.0,99515.0,329229,5,1117444
1657038600,99510.0,99645.0,99310.0,99615.0,237081,5,831621
1657040400,99610.0,99615.0,99275.0,99335.0,118203,5,383648
